Year,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2025,15607234,Wolf,662,France,Male,24,0,114890.52,2,1,1,109922.86,0
2025,15606188,Richter,736,France,Female,40,7,0.0,2,0,1,170798.98,0
2025,15600571,Weber,736,Spain,Male,47,5,113228.57,2,1,0,36984.71,0
2025,15605599,Alonso,591,Spain,Female,37,7,0.0,1,1,1,20899.43,0
2025,15600819,Simon,795,Spain,Female,39,2,0.0,2,1,1,49956.3,0
2025,15609319,Onio,522,Spain,Male,27,8,169869.06,1,1,0,103164.06,0
2025,15601050,Dominguez,653,Spain,Female,28,8,115661.72,1,1,0,168072.99,1
2025,15609572,Schmidt,588,France,Female,48,0,0.0,1,1,1,59672.75,0
2025,15605208,Jimenez,648,Spain,Female,50,5,113034.08,2,0,0,76320.25,1
2025,15605944,Laurent,612,France,Male,27,7,94492.89,1,1,1,137900.83,0
2025,15604756,Wagner,690,France,Male,47,5,110893.88,1,0,1,147078.69,0
2025,15601617,Lopez,671,France,Male,37,10,101403.14,2,0,0,26501.72,0
2025,15608966,Wagner,683,France,Male,53,2,0.0,2,1,1,59096.81,0
2025,15608255,Perez,618,France,Male,21,8,0.0,1,0,1,190325.15,0
2025,15607537,Richard,519,Germany,Female,50,4,69636.26,2,1,0,16468.84,1
2025,15602381,Hoffmann,806,Germany,Male,48,2,184356.86,1,1,1,190332.91,1
2025,15608371,Meyer,671,Germany,Female,41,10,189464.7,2,0,1,33186.05,1
2025,15606667,Braun,595,Germany,Male,28,3,94074.6,1,1,0,77730.05,1
2025,15603778,Petit,646,France,Male,22,7,117545.94,2,1,0,154489.37,0
2025,15608231,Alonso,587,France,Male,40,0,138933.04,1,1,1,17599.94,0
2025,15600445,Moreau,488,Germany,Female,31,4,108618.96,2,1,1,154827.93,0
2025,15604647,Braun,651,Germany,Female,35,9,131158.84,1,1,1,191323.33,0
2025,15601485,Alonso,597,France,Male,21,0,0.0,1,1,1,165799.14,0
2025,15600938,Bernard,765,Spain,Male,50,3,0.0,2,0,1,112375.64,0
2025,15609629,Muller,639,France,Female,44,10,123892.5,2,1,0,18604.86,0
2025,15607583,Weber,508,Spain,Male,48,10,185978.41,1,1,0,163898.91,0
2025,15601808,Schulz,775,France,Male,36,2,0.0,2,1,0,118549.29,0
2025,15607320,Krüger,539,Spain,Female,31,5,0.0,2,1,1,98516.14,0
2025,15605142,Fischer,637,France,Male,33,8,0.0,2,1,1,99083.94,0
2025,15606205,Dominguez,620,Spain,Male,43,9,0.0,2,0,0,108382.75,0
2025,15609366,Weber,791,France,Female,57,3,83629.83,2,1,1,198203.68,0
2025,15609394,Perez,601,Spain,Male,38,5,85542.74,2,1,0,81278.27,0
2025,15608636,Hargrave,557,France,Male,51,5,123502.96,3,1,0,109414.29,0
2025,15607017,Michel,772,France,Female,64,3,87662.0,1,0,1,144922.07,0
2025,15601720,Schneider,547,France,Male,42,10,0.0,2,1,1,28697.28,0
2025,15609374,Braun,633,Germany,Female,45,0,56009.37,2,1,0,147703.28,1
2025,15600697,Moreau,659,France,Male,55,10,0.0,2,1,0,198353.76,0
2025,15604485,Martin,805,France,Male,41,7,0.0,1,1,1,66119.52,0
2025,15604400,Dupont,775,Germany,Male,38,10,99269.09,1,0,0,73742.85,0
2025,15609552,Diaz,671,France,Male,38,6,0.0,1,0,0,151061.69,0
2025,15604990,Torres,703,Spain,Male,46,2,81919.28,1,1,0,128584.42,1
2025,15600041,Zimmermann,677,Spain,Female,45,7,0.0,2,0,0,87915.28,0
2025,15600342,Simon,578,France,Female,24,3,0.0,1,1,1,27277.61,0
2025,15606563,Munoz,577,Spain,Female,27,7,0.0,1,0,0,39975.75,0
2025,15606772,Munoz,508,Germany,Female,60,6,108175.93,1,0,0,95586.46,1
2025,15604547,Onio,660,Germany,Male,46,6,135594.87,1,0,0,143474.63,1
2025,15605087,Garcia,478,France,Male,31,3,124206.59,1,1,1,199933.51,1
2025,15600091,Hernandez,556,Germany,Male,40,5,149170.48,2,0,1,171830.92,0
2025,15605420,Obinna,768,France,Male,33,1,130762.36,2,1,0,15231.7,0
2025,15609176,He,596,France,Male,29,2,111337.43,1,1,0,196487.65,0
2025,15608657,Schulz,805,France,Male,22,10,0.0,1,1,0,144427.34,0
2025,15607707,Laurent,695,Spain,Female,38,0,57308.31,1,1,0,105966.07,0
2025,15604470,Simon,640,Germany,Male,41,3,70459.26,3,1,0,185130.19,1
2025,15603203,Fischer,665,Germany,Male,48,2,98784.61,1,0,0,188872.08,1
2025,15605948,Krüger,701,Spain,Female,24,3,0.0,1,1,1,92618.05,0
2025,15604984,Onio,471,Spain,Female,41,9,110102.78,1,1,0,115955.59,0
2025,15604370,Schneider,555,France,Female,42,7,0.0,1,1,0,185240.76,0
2025,15601280,Alvarez,736,Spain,Female,24,3,108342.38,1,1,0,112757.32,1
2025,15603882,Diaz,723,Germany,Male,39,5,87790.41,1,1,1,166522.24,0
2025,15606725,Garcia,690,Spain,Female,53,10,87091.25,2,1,0,191880.41,0
2025,15603236,Wolf,610,France,Male,35,8,79324.44,2,1,0,110568.06,0
2025,15604954,Dupont,669,France,Male,36,2,0.0,1,1,0,119272.36,0
2025,15609522,Schwarz,589,Germany,Female,26,8,152791.39,1,1,1,104075.86,1
2025,15609237,Schulz,681,Spain,Male,37,6,0.0,1,1,1,33011.21,0
2025,15600708,Braun,673,Germany,Male,35,10,75454.66,1,1,1,188070.89,0
2025,15602468,Bauer,688,France,Male,45,3,47354.33,1,0,1,27321.65,0
2025,15602374,Diaz,617,France,Male,49,1,91972.33,2,1,1,127066.67,0
2025,15600869,Hernandez,737,Germany,Female,34,1,116870.12,2,1,0,112922.61,0
2025,15609875,Chidiebere,840,Spain,Female,52,1,139819.76,2,0,1,120812.2,0
2025,15602930,Schneider,754,Spain,Female,43,6,0.0,2,1,0,23451.47,0
2025,15607975,Jimenez,823,Spain,Male,45,4,0.0,2,1,0,151351.06,0
2025,15600372,Jimenez,781,France,Male,54,7,127357.3,1,1,0,30927.83,0
2025,15604797,Becker,708,Spain,Female,47,10,0.0,2,0,1,124201.0,0
2025,15605240,Gutierrez,571,Germany,Male,45,7,116452.74,1,1,1,58572.08,1
2025,15600048,Leroy,538,Spain,Female,36,1,0.0,1,0,0,92152.27,0
2025,15609833,Dubois,708,Germany,Male,52,7,113315.31,1,1,0,77725.9,1
2025,15600969,Moreau,664,France,Male,29,10,0.0,1,1,1,12335.55,0
2025,15603190,Martin,700,Spain,Male,49,2,94461.22,1,1,0,84061.03,0
2025,15600138,Braun,773,Spain,Male,44,8,110060.32,1,0,0,127230.56,0
2025,15606083,Becker,715,Spain,Male,35,1,0.0,2,1,0,104185.37,0
2025,15603547,Sanchez,721,Spain,Female,18,9,0.0,1,0,0,96321.02,0
2025,15603313,Smith,423,Spain,Female,41,6,0.0,1,0,1,78783.36,0
2025,15603695,Michel,603,Spain,Female,25,7,0.0,2,1,1,32648.85,0
2025,15609110,Munoz,680,Spain,Male,41,1,160391.98,2,1,0,118817.29,0
2025,15603339,Gomez,426,France,Female,47,1,140321.2,1,1,1,173529.52,0
2025,15606806,Zimmermann,656,France,Female,36,9,0.0,1,0,0,133023.76,0
2025,15608015,Schneider,517,Spain,Female,29,8,92993.11,1,0,1,160684.77,0
2025,15604710,Weber,503,France,Female,31,7,30401.04,1,1,0,112408.31,0
2025,15600577,Zimmermann,850,Germany,Male,60,6,104326.39,2,1,1,51023.91,1
2025,15606910,Muller,682,France,Male,56,7,0.0,2,0,1,101468.04,0
2025,15608842,Sanchez,597,France,Male,36,2,0.0,1,1,1,82640.33,0
2025,15601458,Alvarez,774,Germany,Male,32,3,168730.77,1,1,0,60070.48,0
2025,15608376,Koch,776,France,Male,53,10,121267.87,1,1,1,166642.33,0
2025,15600600,Martinez,514,France,Male,36,7,0.0,3,1,1,187818.54,0
2025,15600716,Martin,687,Germany,Female,51,7,34229.82,2,0,1,82959.04,1
2025,15605985,Garcia,725,France,Male,37,0,137437.33,1,1,0,49802.27,0
2025,15605975,Thomas,769,Germany,Male,48,1,77844.08,1,0,0,95880.1,1
2025,15603761,Rodriguez,536,Spain,Female,29,10,139102.28,2,0,1,94844.61,0
2025,15600194,Bauer,823,France,Male,42,2,33611.94,1,1,0,50328.84,0
2025,15604996,Bartlett,642,Germany,Female,32,10,129952.31,1,0,1,187739.32,0
2025,15609628,Torres,628,France,Female,18,1,82302.12,2,1,1,29741.87,0
2025,15603565,Martin,558,Spain,Male,52,2,64015.27,2,1,0,32439.81,0
2025,15604405,Schröder,678,France,Female,45,5,100165.27,2,1,1,187865.67,0
2025,15608615,Hernandez,614,Spain,Female,51,4,97083.46,1,0,1,52675.05,0
2025,15606212,Schwarz,771,France,Female,56,8,0.0,1,1,1,78672.65,0
2025,15609161,Lopez,741,Spain,Female,39,6,0.0,1,1,0,59557.3,1
2025,15609727,Schwarz,708,Spain,Female,48,7,0.0,2,1,0,119880.2,0
2025,15601726,Martin,714,Germany,Female,44,6,148781.35,1,1,1,94360.19,1
2025,15609011,Dominguez,697,France,Male,21,1,49225.62,2,0,1,137043.37,0
2025,15605555,Dominguez,591,Germany,Male,46,6,195747.85,1,0,0,20155.36,1
2025,15604368,Bauer,686,France,Male,51,5,0.0,1,1,1,111182.23,0
2025,15604407,Schwarz,536,Germany,Female,32,3,101601.09,1,1,1,178259.25,0
2025,15601371,Leroy,643,France,Male,18,0,94489.04,2,1,0,190585.66,0
2025,15600786,Chidiebere,748,France,Female,29,4,130425.63,1,1,1,144319.06,0
2025,15608223,Simon,685,Germany,Male,28,4,160775.62,1,0,1,50250.84,0
2025,15605013,Dupont,782,Spain,Female,56,6,0.0,1,1,1,114910.29,0
2025,15602624,Schröder,526,Spain,Female,45,7,0.0,2,1,1,39984.2,0
2025,15601577,Klein,704,France,Male,37,6,0.0,1,0,1,155432.63,0
2025,15602428,Martin,686,France,Female,38,9,161517.62,1,1,1,180104.26,0
2025,15609952,Thomas,580,Germany,Male,26,9,120727.06,2,1,0,102297.65,0
2025,15603987,Chu,641,Spain,Female,49,6,0.0,1,1,1,94286.42,0
2025,15604959,Schäfer,585,Spain,Female,26,2,0.0,2,1,1,188456.43,0
2025,15604167,Schulz,541,Germany,Male,34,8,137479.19,2,1,0,154708.3,0
2025,15604213,Mitchell,832,Spain,Female,36,1,0.0,1,1,0,108081.7,0
2025,15603071,Leroy,749,Spain,Female,55,4,90397.6,1,0,1,75420.53,0
2025,15604234,Schneider,604,France,Male,36,4,0.0,1,0,1,197617.82,0
2025,15600202,Gomez,526,Germany,Male,28,4,121783.99,2,1,1,42463.11,0
2025,15602316,Bartlett,647,France,Male,49,5,61819.64,1,1,1,186500.0,0
2025,15609329,Simon,663,France,Male,51,1,0.0,1,0,1,19407.41,0
2025,15602101,Schulz,673,France,Female,42,1,0.0,2,1,0,144817.79,0
2025,15605885,Munoz,698,France,Male,43,4,0.0,2,1,1,127772.38,0
2025,15600928,Hoffmann,550,Germany,Male,38,1,75358.9,1,0,1,180345.83,0
2025,15605787,Richter,712,Germany,Male,53,10,89619.34,3,1,1,14855.57,1
2025,15602629,Smith,580,France,Female,48,1,0.0,3,1,1,80294.13,1
2025,15606398,Krüger,611,Germany,Male,31,6,73502.14,1,1,1,139948.36,0
2025,15601997,Richter,847,Germany,Female,55,0,171763.0,2,0,0,184246.88,1
2025,15605530,Wagner,693,Spain,Male,32,8,0.0,2,1,0,190605.09,1
2025,15603650,Wolf,608,Germany,Female,40,1,109989.98,2,1,1,135441.38,0
2025,15602834,Garcia,627,France,Female,38,7,0.0,1,1,0,16059.78,0
2025,15608330,Alvarez,617,Germany,Male,39,2,164021.16,1,1,0,12698.27,0
2025,15609234,Krüger,659,France,Male,73,10,0.0,1,1,1,52727.58,0
2025,15604598,Sanchez,674,Spain,Female,43,10,155323.45,1,0,0,138656.07,1
2025,15608043,Hargrave,607,France,Male,33,0,0.0,2,1,1,103351.88,0
2025,15606486,Hill,599,Spain,Male,28,10,0.0,1,1,1,124965.52,0
2025,15608443,Schmidt,639,France,Female,18,8,0.0,2,1,1,82362.2,0
2025,15602404,Munoz,615,France,Male,53,3,0.0,2,1,1,17484.95,0
2025,15605818,Chidiebere,711,Germany,Male,40,6,133487.76,1,0,1,90100.83,0
2025,15607185,Michel,602,France,Male,23,1,0.0,2,0,0,115711.4,0
2025,15609171,Martin,797,Spain,Female,51,3,0.0,2,1,0,12436.98,0
2025,15608957,Bernard,584,Spain,Male,50,3,0.0,1,0,0,189171.25,0
2025,15609338,Schwarz,652,France,Female,25,0,74750.39,1,1,0,10700.89,0
2025,15602862,Martinez,649,Germany,Male,40,9,92901.32,2,1,0,130011.03,0
2025,15606092,Alonso,702,Germany,Male,34,7,117748.52,1,0,1,40578.39,0
2025,15605186,Jimenez,745,France,Male,47,3,0.0,1,1,0,155384.42,0
2025,15604399,Bartlett,582,France,Male,31,3,0.0,1,1,1,74246.34,0
2025,15607198,Leroy,597,France,Female,40,0,125446.79,2,1,0,11340.7,0
2025,15609296,Michel,730,Spain,Male,37,4,0.0,1,1,1,195258.33,0
2025,15609134,Bernard,768,Spain,Female,55,7,0.0,1,0,1,36063.35,0
2025,15604138,Schulz,664,Spain,Male,40,1,0.0,2,1,0,53889.52,0
2025,15600558,Schneider,529,Germany,Female,41,4,97832.12,1,1,0,99618.12,1
2025,15608295,Richard,634,Spain,Female,32,7,0.0,2,1,0,45606.54,0
2025,15607464,Hill,486,Spain,Male,35,8,0.0,2,1,1,113566.49,0
2025,15608828,He,712,France,Female,25,6,0.0,2,0,1,27661.73,0
2025,15607676,Alonso,544,Germany,Female,35,0,141429.33,2,1,1,126575.3,0
2025,15602603,Schwarz,820,France,Male,33,4,0.0,2,1,0,141898.83,0
2025,15607004,He,570,France,Male,43,6,162928.23,1,1,1,44890.34,0
2025,15602933,Gutierrez,544,France,Female,39,3,0.0,1,1,1,97662.3,0
2025,15606120,Jimenez,661,France,Male,41,5,103078.81,1,1,1,53042.61,1
2025,15605755,Schröder,847,France,Female,38,7,0.0,2,1,1,15681.27,0
2025,15607331,Schäfer,643,Spain,Female,35,1,0.0,1,1,1,155144.57,0
2025,15602467,Thomas,439,Spain,Male,25,10,107640.58,2,1,0,187652.21,0
2025,15600416,Martin,574,Germany,Male,32,5,116159.06,1,0,1,37446.84,0
2025,15606651,Obinna,799,France,Male,38,1,0.0,1,0,1,37408.13,0
2025,15605949,Weber,773,France,Male,50,10,159141.12,1,1,1,144548.08,0
2025,15608309,Schneider,713,France,Male,25,5,0.0,2,0,0,182614.23,0
2025,15600327,Richter,603,Germany,Female,38,7,151716.82,1,1,0,59725.97,0
2025,15601268,Weber,662,Spain,Female,43,8,0.0,1,1,0,126942.24,0
2025,15603820,Bartlett,828,France,Female,66,2,137091.66,2,0,0,101505.41,0
2025,15602707,Moreno,646,Germany,Female,30,10,121074.39,1,1,0,147849.98,1
2025,15609791,Chidiebere,818,France,Male,38,5,124351.84,1,0,0,74951.71,0
2025,15606300,Martin,597,France,Female,37,0,0.0,2,1,0,180979.89,0
2025,15606021,Mitchell,649,France,Female,57,5,110587.13,2,0,0,113245.56,0
2025,15605056,Martin,515,France,Female,52,2,0.0,1,1,0,133310.07,0
2025,15601065,Richter,425,France,Female,27,7,139408.7,2,1,0,69371.46,0
2025,15602164,Martin,577,France,Male,27,2,108613.67,1,1,1,64686.93,0
2025,15604559,Schneider,406,France,Female,45,1,0.0,2,1,0,182304.33,0
2025,15609994,Mitchell,742,Germany,Male,40,2,132170.93,1,0,0,153424.13,0
2025,15609792,Martin,597,France,Male,42,10,104847.08,1,1,0,85734.8,0
2025,15600332,Dominguez,610,Germany,Female,56,6,125423.87,2,1,0,186811.79,1
2025,15609047,Romero,656,France,Male,23,7,74578.84,2,1,0,99318.15,0
2025,15609172,Chidiebere,574,Spain,Female,36,4,0.0,1,1,1,142005.87,0
2025,15604209,Klein,582,Germany,Female,41,7,94055.09,2,1,0,180433.34,1
2025,15609279,Onio,617,France,Male,36,3,0.0,1,0,0,31969.51,1
2025,15606813,Neumann,577,France,Female,31,0,106857.47,2,0,0,70854.3,0
2025,15600610,Muller,837,France,Female,33,0,0.0,1,1,1,197862.49,0
2025,15605969,Schröder,621,Spain,Female,31,4,119604.16,1,0,0,169377.27,0
2025,15607096,Leroy,618,Germany,Male,43,3,97789.38,2,0,1,29019.75,1
2025,15605097,Neumann,668,Germany,Female,39,1,82474.34,2,1,1,10506.99,0
2025,15601585,Alonso,657,France,Male,39,4,92888.1,2,1,1,159067.07,0
2025,15601609,Michel,648,Germany,Male,45,0,126421.9,2,1,0,109869.39,1
2025,15606140,Torres,463,Germany,Male,28,8,132834.41,2,1,0,51753.85,0
2025,15606233,Lopez,584,Spain,Male,31,1,0.0,1,1,1,148108.81,0
2025,15609288,Thomas,577,Germany,Female,34,3,106401.65,1,1,1,104392.48,1
2025,15608959,Mitchell,635,France,Female,36,1,139851.55,2,1,1,86271.95,0
2025,15605870,Schulz,542,France,Male,35,8,37495.1,1,1,0,107352.78,0
2025,15605657,Schröder,677,France,Male,38,6,0.0,2,1,0,199168.89,0
2025,15601663,Hernandez,669,France,Male,18,6,0.0,2,1,0,117784.09,0
2025,15602058,Wolf,658,Spain,Female,43,4,106692.46,2,1,0,23322.39,0
2025,15609972,Hargrave,847,France,Female,29,3,0.0,2,1,0,159362.35,0
2025,15600440,Schneider,631,France,Male,70,7,45785.83,1,0,0,95738.69,1
2025,15604523,Schwarz,670,Germany,Female,27,9,104664.56,2,1,0,153342.57,0
2025,15605289,Gutierrez,647,France,Male,22,3,146148.14,1,1,0,72332.01,0
2025,15607448,Onio,645,France,Male,37,9,164831.39,2,1,1,144301.89,0
2025,15605790,Jimenez,568,France,Female,42,5,0.0,1,1,0,69839.74,0
2025,15603125,Chidiebere,574,France,Female,27,2,136505.78,2,0,0,175506.74,0
2025,15609479,Schmidt,531,Spain,Female,35,5,0.0,2,1,1,73875.49,0
2025,15607902,Simon,527,France,Male,56,0,89079.92,1,1,1,63053.37,0
2025,15604185,Onio,813,France,Female,33,5,147988.69,2,0,1,170804.71,0
2025,15605673,Perez,741,France,Male,39,0,0.0,2,1,0,160560.67,0
2025,15606828,Garcia,657,France,Male,31,5,0.0,2,1,0,70529.86,0
2025,15604597,Martin,684,France,Female,39,6,62163.39,1,0,1,83883.92,0
2025,15605382,Bartlett,529,France,Male,48,3,0.0,2,0,1,110992.42,0
2025,15608113,Wolf,847,Germany,Male,30,8,150559.84,2,1,0,21597.17,0
2025,15606500,Munoz,596,Spain,Male,40,7,0.0,1,1,1,174384.47,1
2025,15605161,Garcia,731,France,Male,34,0,93094.89,2,1,0,162450.32,0
2025,15609604,Gomez,703,Spain,Male,33,5,69801.15,2,1,1,179828.6,0
2025,15606683,Wolf,519,France,Male,57,1,0.0,2,1,0,23223.79,0
2025,15607614,Fischer,788,France,Male,50,10,0.0,2,1,0,160193.78,0
2025,15601671,He,675,France,Male,35,1,0.0,2,1,1,69603.43,0
2025,15608705,Ruiz,850,France,Male,41,2,0.0,2,0,1,95808.68,0
2025,15607727,Chidiebere,526,France,Female,34,9,124125.88,2,1,1,68558.15,0
2025,15609078,Onio,768,France,Male,31,0,83397.36,1,1,1,99789.2,0
2025,15602052,Rodriguez,750,Spain,Male,56,9,152181.81,1,0,0,160215.5,1
2025,15608718,Robert,830,Germany,Male,38,9,131200.71,2,1,1,56296.67,1
2025,15605856,Krüger,582,Germany,Male,37,5,107488.55,1,0,1,65351.5,0
2025,15607739,Garcia,481,Spain,Female,38,5,77433.26,2,1,1,119836.8,0
2025,15601637,Bernard,535,Germany,Male,60,6,136162.78,1,0,0,46120.29,1
2025,15600463,Michel,671,Spain,Female,49,8,0.0,1,1,0,195575.27,1
2025,15609981,Richard,681,Germany,Female,27,7,103668.22,2,0,0,182346.3,0
2025,15601190,Torres,605,France,Female,37,8,0.0,1,1,0,137674.07,0
2025,15603120,Diaz,525,France,Female,33,9,0.0,1,1,0,136445.96,0
2025,15609340,Wolf,730,Spain,Female,40,6,0.0,1,1,1,58642.48,0
2025,15607109,Garcia,572,France,Male,33,7,0.0,2,0,1,117919.8,1
2025,15604282,Moreno,575,France,Male,42,7,133459.35,1,1,1,83549.24,0
2025,15605312,Chidiebere,535,Spain,Male,53,7,57487.0,2,1,0,154705.47,0
2025,15608672,Hill,840,France,Female,44,3,0.0,1,0,1,161970.29,0
2025,15602342,Weber,770,France,Male,32,4,0.0,2,0,1,92548.08,0
2025,15604373,Schäfer,497,Germany,Male,30,5,89632.43,2,1,1,191449.18,0
2025,15603419,Martin,556,Spain,Female,50,7,91922.96,1,1,1,46477.11,0
2025,15604674,Bauer,696,Germany,Male,39,5,128446.29,1,0,1,64750.27,0
2025,15604774,Mitchell,716,France,Female,24,5,0.0,1,1,1,141016.87,0
2025,15608011,Becker,569,France,Female,37,4,93487.18,2,1,1,28461.79,0
2025,15605175,Torres,583,Germany,Male,48,0,111067.1,1,0,0,88433.55,1
2025,15607326,Weber,591,Germany,Male,27,8,119162.49,1,1,1,28345.63,0
2025,15600945,Chidiebere,793,Germany,Female,36,8,82909.59,2,1,1,185813.33,1
2025,15602640,Alonso,698,France,Male,32,10,0.0,2,0,1,125715.46,0
2025,15604444,He,712,France,Male,66,9,113977.37,1,1,1,170242.34,0
2025,15607670,Klein,747,France,Male,48,6,0.0,1,1,1,85382.54,0
2025,15601456,Smith,643,Germany,Male,30,4,109396.11,1,1,1,178849.1,0
2025,15601086,Richter,733,Spain,Female,52,2,0.0,2,1,0,159802.56,0
2025,15608285,Hill,624,Spain,Male,31,8,0.0,1,1,1,41543.76,0
2025,15608311,Hoffmann,589,France,Male,33,9,0.0,1,1,0,80609.22,0
2025,15605894,Obinna,778,Spain,Female,30,3,0.0,1,1,0,43532.94,0
2025,15607016,Robert,685,Spain,Female,44,6,152498.91,1,1,0,186646.79,0
2025,15601780,Martin,510,France,Male,26,1,117854.04,1,0,1,76713.24,0
2025,15604534,Robert,700,France,Female,49,7,86569.96,2,1,1,72387.44,0
2025,15602571,Muller,703,Spain,Male,49,7,0.0,1,0,0,172296.68,0
2025,15604487,Braun,602,France,Male,44,6,0.0,2,0,1,170450.64,0
2025,15608618,Koch,494,France,Male,32,2,91039.56,2,1,0,84144.15,0
2025,15604196,Robert,674,France,Male,55,10,84119.99,2,0,1,143348.86,0
2025,15608082,Bartlett,614,Spain,Female,35,1,0.0,2,1,1,29277.07,0
2025,15603381,Onio,514,France,Male,34,7,0.0,1,1,1,147850.66,0
2025,15608682,Hargrave,659,France,Male,59,0,88256.03,1,1,1,189609.14,0
2025,15601092,Hoffmann,685,France,Male,32,7,75899.68,2,1,1,198307.62,0
2025,15603709,Perez,827,Germany,Male,36,8,95709.83,2,1,0,64506.14,1
2025,15602409,Perez,630,Germany,Male,30,5,117977.1,1,1,0,152047.4,0
2025,15602808,Durand,550,France,Male,39,7,111325.41,1,1,1,142089.59,0
2025,15603259,Lefebvre,696,Spain,Female,53,1,180255.35,2,1,0,50773.01,0
2025,15602241,Zimmermann,607,Germany,Female,27,7,142717.99,2,1,0,152302.58,0
2025,15606133,Becker,681,Spain,Female,42,3,0.0,1,0,0,12198.7,1
2025,15606633,Dubois,724,France,Male,29,2,0.0,2,1,1,28721.08,0
2025,15608336,Hill,718,Germany,Female,50,4,107367.27,1,1,0,69202.68,1
2025,15603151,Petit,751,France,Male,34,7,113070.23,3,1,1,174408.16,0
2025,15604129,Michel,802,France,Male,52,10,90627.63,2,0,0,11861.89,0
2025,15606709,Moreau,695,France,Male,46,8,90326.92,1,1,0,134480.13,0
2025,15604965,Obinna,532,France,Male,54,9,134982.01,1,1,1,46766.78,0
2025,15604919,Bartlett,521,Spain,Female,20,1,132345.45,2,1,0,84743.94,0
2025,15603173,Laurent,653,France,Male,36,6,123076.58,2,1,0,176109.96,0
2025,15600848,Perez,637,France,Male,50,2,0.0,2,1,1,175726.31,0
2025,15601051,Schäfer,671,Germany,Female,38,10,113337.29,1,1,0,29026.65,0
2025,15601422,Becker,742,France,Male,27,5,0.0,2,1,1,65560.68,0
2025,15604739,Mitchell,633,Germany,Male,48,8,143119.74,1,1,0,71940.03,1
2025,15601451,Diaz,771,France,Male,31,1,94125.16,1,1,1,116788.37,0
2025,15605176,Bauer,531,Spain,Male,38,6,147558.9,2,1,1,178535.51,0
2025,15606877,Bartlett,658,Germany,Female,45,0,103614.37,1,1,0,125963.95,1
2025,15604793,Weber,530,Germany,Male,50,3,92718.32,1,1,0,145479.25,1
2025,15606423,Romero,675,France,Female,40,9,0.0,1,1,1,158879.64,0
2025,15607357,Hill,693,France,Male,27,10,0.0,2,1,1,63035.86,0
2025,15607308,Klein,828,Germany,Male,46,7,127555.09,1,1,1,153703.22,1
2025,15604344,Diaz,550,Spain,Male,39,8,0.0,1,1,1,33833.12,0
2025,15609740,Schulz,723,France,Female,43,7,162376.73,1,0,1,89594.66,0
2025,15606061,Bauer,676,France,Male,63,1,140758.22,1,0,0,99418.16,1
2025,15601102,Munoz,771,France,Male,43,7,0.0,2,1,0,29706.19,0
2025,15607788,Torres,542,Germany,Male,40,6,154335.04,2,1,0,128291.39,0
2025,15604827,Schmidt,658,Spain,Male,33,1,0.0,1,1,1,76370.23,0
2025,15606713,Hernandez,600,France,Female,44,8,0.0,2,1,1,42665.28,0
2025,15609141,Hargrave,650,Germany,Male,57,6,164331.93,2,0,0,154475.13,1
2025,15601009,Hargrave,700,France,Male,18,8,0.0,1,1,1,116303.56,0
2025,15604823,Hoffmann,716,Germany,Male,37,2,118088.34,1,1,1,102490.58,0
2025,15600380,Smith,591,France,Male,32,4,0.0,1,1,1,57541.88,0
2025,15606871,Martin,608,France,Female,40,4,0.0,2,1,0,169636.26,0
2025,15600882,Bartlett,696,Spain,Female,33,0,0.0,2,0,0,16920.48,0
2025,15605852,Leroy,752,France,Female,65,1,119416.83,1,1,0,123579.21,0
2025,15605416,He,827,Germany,Male,28,4,194942.03,1,1,0,51720.3,0
2025,15603744,Robert,714,Germany,Female,41,10,145246.22,2,0,0,104197.51,1
2025,15601766,Zimmermann,646,Spain,Male,18,1,74299.54,1,1,1,49640.73,0
2025,15605824,Hoffmann,731,Spain,Male,29,0,38173.52,1,1,1,179829.51,0
2025,15608866,Michel,642,Germany,Male,32,4,128143.03,2,0,0,72564.8,0
2025,15601536,Boni,630,France,Female,43,4,125038.17,2,0,0,26916.57,0
2025,15609755,Garcia,625,France,Female,24,10,132511.51,2,1,1,137992.46,0
2025,15607764,Gomez,660,Germany,Male,35,4,144403.3,2,1,1,143362.65,0
2025,15602083,Schmidt,707,Spain,Female,57,1,0.0,2,0,1,197211.29,0
2025,15607039,Fischer,657,France,Female,40,9,0.0,1,0,0,30483.61,0
2025,15608557,Thomas,639,France,Male,41,6,0.0,2,0,1,69990.88,0
2025,15601150,Meyer,595,Spain,Male,43,0,107952.85,1,1,0,72722.39,0
2025,15609706,Muller,665,France,Female,48,2,125023.75,1,1,0,132775.85,0
2025,15606481,Laurent,588,France,Male,32,7,126370.61,1,0,1,61323.05,0
2025,15606758,Garcia,695,Germany,Female,34,10,185136.97,2,0,1,100324.04,0
2025,15607908,Lopez,487,Spain,Female,34,0,0.0,2,1,1,196717.94,0
2025,15603062,Becker,807,Germany,Male,38,10,77255.45,1,0,1,189749.08,0
2025,15604276,Richter,624,Germany,Male,45,9,131909.14,2,1,1,65610.14,1
2025,15607665,Simon,683,France,Female,45,3,66293.25,1,0,1,121012.91,0
2025,15602391,Schröder,462,France,Female,56,5,0.0,1,1,0,133503.52,1
2025,15602909,Diaz,619,Germany,Male,52,0,188404.28,2,1,1,80073.01,1
